"","Folio","Nombre","Fecha","Descripcion","Cantidad","Unidad","ClaveUnidad","ValorUnitario","ClaveProdServ","TipoCambio","Importe","SubTotal","Total","Moneda","Material","Marca","Clave","Unds","Fruta","Embalaje","Precio_real","Unitario_real"
"651",25,"JESUS AMBROSIO MAGAÑA",2017-12-05,"ZARZAMORA 6 oz",9,"CAJAS","XBX",100,"50304701",NA,900,2600,2600,"MXN","TARIMA MADERA",NA,NA,NA,"ZARZAMORA","6OZ",NA,100
"652",81803,"COOL PAK AG PACKAGING S DE RL DE CV",2018-05-07,"ABSPDSR35X54K1SPO 3.5 X 5.375"" BLK-WHITE SR 4,50",18000,"Each","H87",0.013,"24141512",19.0943,234,1890,2192.4,"USD","PADS",NA,NA,NA,NA,NA,NA,0.013
"653",3982,"Abacart Agricola, S. de P.R. de R.L.",2018-02-07,"BOLSA PLAST NEGRA BAS-MED 80 X 1250 CMS x Kilogramo 10 PZAS",5.36,"KILOGRAMOS","KGM",29.11,"47121701",NA,156.03,2221.31,2576.72,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.1100746268657
"654",4076,"NAMINSA S.A. DE C.V.",2018-01-30,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",18000,"PIEZAS","H87",0.03672,"24112902",18.4672,660.96,5244.04,6083.08,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.03672,0.03672
"655",2244,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-10-18,"INTERLOCK MULTIPLE GEN ZARZAMORA DISEÑO1, ESTA FACTURA AVALA LA REMISION 11913.",600,"PIEZA",NA,1.16,"0",19.0117,696,4921.5,5708.94,"USD","INTERLOCK",NA,NA,NA,"ZARZAMORA",NA,1.16,1.16
"656",2376,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-28,"CHAROLA ROUGE PARFUM 4.4 OZ ALPASA",3000,"PIEZA","H87",0.33,"24121503",18.52,990,5215.5,6049.98,"USD","CAJAS","ALPASA",NA,NA,"ZARZAMORA","ROUGE",0.33,0.33
"657",2245,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-10-18,"CHAROLA ALPASA 12/6 OZ",10800,"PIEZA",NA,0.313,"0",19.0117,3380.4,4921.5,5708.94,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"658",4335,"NAMINSA S.A. DE C.V.",2018-03-14,"PUNNETS 150 GRS MORA 5011",30000,"PIEZAS","H87",0.03576,"24112902",18.6199,1072.8,4302.85,4991.3,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03576,0.03576
"659",1616,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-04,"CUBIERTA TERMICA DE 1.80 MTS",50,"PIEZA",NA,26.5,"0",18.6,1325,1674.5,1942.42,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,26.5,26.5
"660",3947,"NAMINSA S.A. DE C.V.",2018-01-04,"PADS ABSORBENTES 90X90 NEGROS 24000 UNDS",48000,"PIEZAS","H87",0.012,"11162100",19.4899,576,1460.83,1694.56,"USD","PADS",NA,NA,24000,NA,NA,0.012,0.012
"661",3972,"NAMINSA S.A. DE C.V.",2018-01-11,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",19.3065,230.4,4564.54,5294.87,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"662",828,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2017-09-21,"TARIMAS CON CERTIFICADO PARA EXPORTACION Y EMPLAYE",12,"PIEZA",NA,214.5,"0",1,2574,51869.84,60169.01,"MXN","TARIMA",NA,NA,NA,NA,NA,214.5,214.5
"663",2306,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-13,"CHAROLA ROUGE PARFUM 4.4 OZ ALPASA",2100,"PIEZA",NA,0.33,"0",19.0526,693,4769.4,5532.5,"USD","CAJAS","ALPASA",NA,NA,"ZARZAMORA","ROUGE",0.33,0.33
"664",4343,"NAMINSA S.A. DE C.V.",2018-03-15,"CLAMS.3903 MORA 12 OZ 1 PINTA
ETIQUETA HURSTI",3120,"PIEZAS","H87",0.08711,"24112902",18.5604,271.78,1541.46,1788.09,"USD","CLAMS","HURST","3903",NA,"ZARZAMORA","12OZ",0.08711,0.0871089743589744
"665",4411,"NAMINSA S.A. DE C.V.",2018-03-31,"CLAM C/PN 3705A",12000,"PIEZAS","H87",0.05062,"24112902",18.3445,607.44,14505.46,16826.34,"USD","CLAMS",NA,"3705",NA,NA,NA,0.05062,0.05062
"666",2549,"International Baskets S.A. de C.V.",2018-01-24,"12 OZ MORA",30720,"PIEZAS","H87",0.094,"24121807",18.7118,2887.68,9511.68,11033.55,"USD","CLAMS",NA,NA,NA,"ZARZAMORA","12OZ",0.094,0.094
"667",5010,"PENPACK S DE RL DE CV",2018-04-25,"6 OZ BB ALPASA ORG",216,"CAJA","XBX",20.86,"13101900",18.22,4505.76,8802.92,10211.38,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.86
"668",2403,"International Baskets S.A. de C.V.",2017-12-04,"6 OZ # 2 BLACKBERRIES- DEL MONTE",28800,"PIEZAS",NA,0.046,"0",18.6229,1324.8,5961.6,6915.456,"USD","CLAMS","DEL MONTE",NA,NA,"ZARZAMORA","6OZ",0.046,0.046
"669",2309,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-13,"CHAROLA ROUGE PARFUM 4.4 OZ ALPASA",3000,"PIEZA",NA,0.33,"0",19.0526,990,2758.5,3199.86,"USD","CAJAS","ALPASA",NA,NA,"ZARZAMORA","ROUGE",0.33,0.33
"670",269,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-24,"PLACAS DE UNICEL DE 1*1.2*2CM",75,NA,"H87",60,"30141514",NA,4500,25719,29834.04,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"671",101,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-15,"ESQUINEROS PLASTICOS DE 2.00 MTS",300,NA,"H87",6.8,"13102022",NA,2040,41746,48425.36,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"672",4729,"NAMINSA S.A. DE C.V.",2018-06-02,"CLAMS.4004 18 OZ MORA 360 UNDS",19800,"PIEZAS","H87",0.11018,"24112902",19.9759,2181.56,4501.57,5221.82,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.110179797979798
"673",4008,"NAMINSA S.A. DE C.V.",2018-01-17,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",33300,"PIEZAS","H87",0.04818,"24112902",18.8113,1604.39,2718.7,3153.69,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04818,0.0481798798798799
"674",1538,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-06,"ESQUINERO CARTON BCO DE 1.50 MTS 4*4"" C-190 ",200,"PIEZA",NA,19.43,"0",NA,3886,20060,23269.6,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",19.43,19.43
"675",13,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-04,"BASES TERMICAS",45,NA,"H87",6.99,"13111300",19.37,314.55,1507.05,1748.18,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,NA,6.99
"676",3838,"NAMINSA S.A. DE C.V.",2017-12-11,"CLAM CP 3705",40200,"PIEZAS","H87",0.05062,"24112902",18.9315,2034.92,6622.15,7681.7,"USD","CLAMS",NA,"3705",NA,NA,NA,0.05062,0.0506199004975124
"677",36508,"Embalajes Agricolas Sambramex S de RL de CV",2017-10-23,"MIXIM 12oz UNL CLAM 320/CS",48000,"EA",NA,129000,"0",18.8248,6192,8890,10312.4,"USD","CLAMS",NA,NA,NA,NA,"12OZ",NA,0.129
"678",4306,"NAMINSA S.A. DE C.V.",2018-03-07,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",85800,"PIEZAS","H87",0.0042,"11162100",18.8838,360.36,2493.96,2893,"USD","PADS",NA,NA,30000,NA,NA,0.0042,0.0042
"679",4464,"NAMINSA S.A. DE C.V.",2018-04-16,"PAD 4X4  7X7 CM NEGRO",36000,"PIEZAS","H87",0.0042,"11162100",18.1353,151.2,2299.71,2667.66,"USD","PADS",NA,NA,NA,NA,"4.4OZ",0.0042,0.0042
"680",130,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-26,"ESQUINERO PLASTICO DE 2.00 MTS",700,NA,"H87",6.8,"13102022",NA,4760,53441,61991.56,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"681",4630,"NAMINSA S.A. DE C.V.",2018-05-11,"CLAMS.4007 ARANDANOS 18OZ 300 UNDS",17400,"PIEZAS","H87",0.11018,"24112902",19.5387,1917.13,4962.45,5756.44,"USD","CLAMS",NA,"4007",300,"ARANDANO","18OZ",0.11018,0.110179885057471
"682",4591,"NAMINSA S.A. DE C.V.",2018-05-05,"PADS ABSORBENTES 90X90 NEGROS 24000 UNDS",48000,"PIEZAS","H87",0.0055,"11162100",19.1223,264,1437.42,1667.4,"USD","PADS",NA,NA,24000,NA,NA,0.0055,0.0055
"683",82140,"COOL PAK AG PACKAGING S DE RL DE CV",2018-05-11,"ABSPDSR35X54K1SPO 3.5 X 5.375"" BLK-WHITE SR 4,50",18000,"Each","H87",0.012,"24141512",19.4232,216,1872,2171.52,"USD","PADS",NA,NA,NA,NA,NA,NA,0.012
"684",2551,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-01-08,"INTERLOCK MULTIPLE GEN ZARZAMORA DISEÑO1",788,"PIEZA","H87",1.16,"24141607",19.2737,914.08,5241.91,6080.62,"USD","INTERLOCK",NA,NA,NA,"ZARZAMORA",NA,1.16,1.16
"685",3812,"NAMINSA S.A. DE C.V.",2017-12-04,"PUNNETS 150 GRS MORA 5011",48000,"PIEZAS","H87",0.03976,"24112902",18.6229,1908.48,4764.84,5527.21,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.03976
"686",2000827,"Logistics Interoceanica de Carga SA de CV",2018-02-20,"CAJA PUNNET BLACK BERRIES 7.9 OZ / 5.3 OZ",7480,NA,"H87",0.365,"14121500",18.4797,2730.2,8519.8,9882.97,"USD","CAJAS","PUNNET",NA,NA,"ZARZAMORA","PUNNET",NA,0.365
"687",4706,"NAMINSA S.A. DE C.V.",2018-05-26,"CLAMS.4007 ARANDANOS 18OZ 300 UNDS",18000,"PIEZAS","H87",0.11018,"24112902",19.7048,1983.24,2713.44,3147.59,"USD","CLAMS",NA,"4007",300,"ARANDANO","18OZ",0.11018,0.11018
"688",2398,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-12-01,"CHAROLA GENERICA ALPASA FARMS 6OZ, ESTA FACTURA AVALA LA REMISION 12019.",5433,"PIEZA","H87",0.313,"24121503",18.6229,1700.529,5080.93,5893.88,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"689",1537,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-06,"CUBIERTA TERMICA DE 1.55 MTS",40,"PIEZA",NA,22.01,"0",19.05,880.4,4089.6,4743.93,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,22.01,22.01
"690",4026,"Abacart Agricola, S. de P.R. de R.L.",2018-02-16,"BOLSA PLAST NEGRA BAS-GDE 90 X 1200 CMS x Kilogramo 11 PZAS",5.48,"KILOGRAMO","KGM",29.05,"47121701",NA,159.19,775.19,899.22,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.0492700729927
"691",46762,"BIO PAPPEL S.A.B. DE C.V.",2018-03-28,"EXTERIOR  PARTE DE: CAJA BERRIES 12 ONZAS",12.4,"MILLAR","MIL",422.75,"14121500",18.3445,5242.1,9057.16,10506.31,"USD","CAJAS",NA,NA,NA,NA,"12OZ",NA,422.75
"692",316,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-05-28,"ROLLOS DE FLEJE VERDE",3,NA,"H87",710,"31151904",NA,2130,4170,4837.2,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"693",142,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-05,"ESQUINERO PLASTICO DE 2.00 MTS",300,NA,"H87",6.8,"13102022",NA,2040,45530,52814.8,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"694",3809,"NAMINSA S.A. DE C.V.",2017-12-04,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",50400,"PIEZAS","H87",0.04492,"24112902",18.6229,2263.97,3554.57,4123.3,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.04492,0.0449200396825397
"695",4314,"NAMINSA S.A. DE C.V.",2018-03-09,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",30600,"PIEZAS","H87",0.04818,"24112902",18.7922,1474.31,2720.36,3155.62,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04818,0.0481800653594771
"696",4223,"NAMINSA S.A. DE C.V.",2018-02-22,"PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03976,"24112902",18.6594,2385.6,3959.4,4592.9,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.03976
"697",2595,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-01-16,"CHAROLA GENERICA ALPASA FARMS 6OZ",3216,"PIEZA","H87",0.313,"24121503",18.8113,1006.608,6865.07,7963.48,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"698",3831,"NAMINSA S.A. DE C.V.",2017-12-07,"PADS 7X7 NEGRO DE 24 MIL UDS",72000,"PIEZAS","H87",0.0042,"11162100",18.6958,302.4,2415.84,2802.37,"USD","PADS",NA,NA,NA,NA,NA,0.0042,0.0042
"699",1262,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2018-05-23,"ALPASA CAJA ARANDANO",125,NA,"E48",24.8,"24121503",NA,3100,36131.25,41912.25,"MXN","CAJAS","ALPASA",NA,NA,"ARANDANO",NA,NA,24.8
"700",2001011,"Logistics Interoceanica de Carga SA de CV",2018-03-03,"SEPARADOR PUNNET NEGRA BERRIES 7.9 OZ Y 5.3 OZ",13441,NA,"H87",0.09,"14121500",18.861,1209.69,6115.66,7094.16,"USD","SEPARADOR PUNNET","PUNNET",NA,NA,"ZARZAMORA","PUNNET",NA,0.09
"701",4365,"NAMINSA S.A. DE C.V.",2018-03-20,"Clamshell 4x4 3407",12000,"PIEZAS","H87",0.04072,"24112902",18.7023,488.64,4702.22,5454.57,"USD","CLAMS",NA,"3407",NA,NA,"4.4OZ",0.04072,0.04072
"702",1651,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-27,"ESQUINERO CARTON BCO DE 1.00 MT 4*4"" C-190 ",900,"PIEZA",NA,12.95,"0",NA,11655,87885.25,101946.89,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",12.95,12.95
"703",2409,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-12-06,"INTERLOCK MULTIPLE GEN ZARZAMORA DISEÑO1",600,"PIEZA","H87",1.16,"24141607",18.6958,696,2386.2,2767.99,"USD","INTERLOCK",NA,NA,NA,"ZARZAMORA",NA,1.16,1.16
"704",74,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-03,"BASES TERMICAS",40,NA,"H87",6.99,"13111300",18.4,279.6,1249.8,1449.77,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,NA,6.99
"705",1499,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-10,"ESQUINERO CARTON BCO DE 1.00 MT 4*4"" C-190 ",200,"PIEZA",NA,12.95,"0",NA,2590,20207.25,23440.41,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",12.95,12.95
"706",2473,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-12-20,"INTERLOCK MULTIPLE GEN ZARZAMORA DISEÑO1",600,"PIEZA","H87",1.16,"24141607",19.1913,696,4946.4,5737.82,"USD","INTERLOCK",NA,NA,NA,"ZARZAMORA",NA,1.16,1.16
"707",3954,"NAMINSA S.A. DE C.V.",2018-01-05,"PADS ABSORBENTES 13X13 15.000 UNDS NEGROS",15000,"PIEZAS","H87",0.013,"11162100",19.3717,195,3878.82,4499.43,"USD","PADS",NA,NA,15000,NA,NA,0.013,0.013
"708",83,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-06,"PLACA DE UNICEL DE 1*1.2*2CM",50,NA,"H87",60,"30141514",NA,3000,6460,7493.6,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"709",4292,"NAMINSA S.A. DE C.V.",2018-03-06,"CLAMS.3903 MORA 12 OZ 1 PINTA",15600,"PIEZAS","H87",0.08508,"24112902",18.8909,1327.25,3419.75,3966.91,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08508,0.0850801282051282
"710",3736,"NAMINSA S.A. DE C.V.",2017-11-14,"CLAMS. 3705 MORA 6OZ C/PAD PEGADO 600 UNDS",8400,"PIEZAS","H87",0.05062,"24112902",19.0526,425.21,1882.52,2183.72,"USD","PADS",NA,"3705",600,"ZARZAMORA","6OZ",0.05062,0.0506202380952381
"711",90,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-12,"ESQUINEROS DE CARTON DE 1.0 MTS/4,",300,NA,"H87",12.95,"24141508",NA,3885,9265,10747.4,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,12.95
"712",330,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-05-31,"ROLLOS DE FLEJE VERDE",2,NA,"H87",710,"31151904",NA,1420,5370,6229.2,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"713",166,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-12,"BOLSAS DE GEL REFRIGERANTE",500,NA,"H87",5.4,"78121500",NA,2700,9985,11582.6,"MXN","GEL",NA,NA,NA,NA,NA,NA,5.4
"714",2495,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-12-26,"CHAROLA ROUGE PARFUM 4.4 OZ ALPASA",6000,"PIEZA","H87",0.33,"24121503",19.5848,1980,8682.67,10071.9,"USD","CAJAS","ALPASA",NA,NA,"ZARZAMORA","ROUGE",0.33,0.33
"715",110,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-19,"KILOS DE CINTURON PORTAGEL(3 ROLLOS)",45.95,NA,"KGM",60,"24111503",NA,2757,22867,26525.72,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"716",2429,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-12-12,"CHAROLA 18 OZ ALPASA, ESTA FACTURA AVALA LA REMISION 12038.",1000,"PIEZA","H87",0.87,"24121503",18.9445,870,4730.1,5486.92,"USD","CAJAS","ALPASA",NA,NA,NA,"18OZ",0.87,0.87
"717",4322,"NAMINSA S.A. DE C.V.",2018-03-12,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",60000,"PIEZAS","H87",0.0042,"11162100",18.7148,252,3176.56,3684.82,"USD","PADS",NA,NA,30000,NA,NA,0.0042,0.0042
"718",1584,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-28,"ESQUINERO CARTON BCO DE 1.00 MT 4*4"" C-190 ",300,"PIEZA",NA,12.95,"0",NA,3885,26040,30206.4,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",12.95,12.95
"719",4178,"NAMINSA S.A. DE C.V.",2018-02-16,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.6025,230.4,3957.9,4591.16,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"720",303,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-05-14,"BASES TERMICAS",40,NA,"H87",6.99,"13111300",19.35,279.6,1249.8,1449.77,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,NA,6.99
"721",1510,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-23,"FLEJE VERDE LISO DE 1/2",4,"PIEZA",NA,710,"0",NA,2840,8924.75,10352.71,NA,"FLEJE",NA,NA,NA,NA,NA,710,710
"722",1341,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2018-06-25,"CAJA ARANDANOS 5X5",135,NA,"E48",38.05,"24121503",NA,5136.75,39657,46002.13,"MXN","CAJAS",NA,NA,NA,"ARANDANO",NA,NA,38.05
"723",91,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-12,"BASES TERMICAS",60,NA,"H87",6.99,"13111300",18.86,419.4,1919.6,2226.73,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,NA,6.99
"724",2357,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-24,"INTERLOCK MULTIPLE GEN ZARZAMORA DISEÑO1",300,"PIEZA","H87",1.16,"24121503",18.6041,348,5139.25,5961.53,"USD","INTERLOCK",NA,NA,NA,"ZARZAMORA",NA,1.16,1.16
"725",1524,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-30,"BASE TERMICA",30,"PIEZA",NA,6.99,"0",19.14,209.7,959.8,1113.37,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,6.99,6.99
"726",2343,"International Baskets S.A. de C.V.",2017-11-01,"6 ONZAS #3",57600,"PIEZAS",NA,0.046,"0",19.2188,2649.6,19872,23051.52,"USD","CLAMS",NA,NA,NA,NA,"6OZ",0.046,0.046
"727",4169,"NAMINSA S.A. DE C.V.",2018-02-15,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS
Etiq.",18000,"PIEZAS","H87",0.04818,"24112902",18.6269,867.24,2419.13,2806.19,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04818,0.04818
"728",1491,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-09-30,"CINTURON PARA GEL REFRIGERANTE",46.45,"KILO",NA,55,"0",NA,2554.75,14844.75,17219.91,NA,"GEL",NA,NA,NA,NA,NA,NA,55
"729",3937,"NAMINSA S.A. DE C.V.",2018-01-02,"PADS 6X7.5 NEGROS 28.800 UNDS",28800,"PIEZAS","H87",0.004,"11162100",19.7354,115.2,5259.79,6101.35,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"730",84,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-06,"BASE TERMICA",40,NA,"H87",6.99,"13111300",18.52,279.6,1249.8,1449.77,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,NA,6.99
"731",4265,"NAMINSA S.A. DE C.V.",2018-02-28,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",60000,"PIEZAS","H87",0.0042,"11162100",18.6456,252,3273.84,3797.66,"USD","PADS",NA,NA,30000,NA,NA,0.0042,0.0042
"732",3800,"NAMINSA S.A. DE C.V.",2017-11-30,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.5848,230.4,5322.65,6174.27,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"733",2336,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-21,"CHAROLA 18 OZ ALPASA, ESTA FACTURA AVALA LA REMISION 11987.",1500,"PIEZA","H87",0.87,"24121503",18.9724,1305,4387.2,5089.15,"USD","CAJAS","ALPASA",NA,NA,NA,"18OZ",0.87,0.87
"734",63,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-29,"ESQUINERO DE CARTON DE 1.50 MTS/4,",50,NA,"H87",19.43,"24141508",NA,971.5,30551.5,35439.74,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,19.43
"735",2404,"International Baskets S.A. de C.V.",2017-12-04,"6 OZ # 3 BLUEBERRIES- DEL MONTE",100800,"PIEZAS",NA,0.046,"0",18.6229,4636.8,13910.4,16136.064,"USD","CLAMS","DEL MONTE",NA,NA,"ARANDANO","6OZ",0.046,0.046
"736",4458,"NAMINSA S.A. DE C.V.",2018-04-12,"CLAM C/PN 3705A
material en bco",12000,"PIEZAS","H87",0.05068,"24112902",18.2882,608.16,7565.1,8775.52,"USD","CLAMS",NA,"3705",NA,NA,NA,0.05068,0.05068
"737",1480,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-09-25,"ESQUINERO CARTON BCO 4*4"" C-190 DE 1.00 MT",400,"PIEZA",NA,12.95,"0",NA,5180,26056,30224.96,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",12.95,12.95
"738",3844,"NAMINSA S.A. DE C.V.",2017-12-12,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",10800,"PIEZAS","H87",0.04092,"24112902",18.9445,441.94,1521.62,1765.08,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.04092,0.0409203703703704
"739",194,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-24,"ESQUINEROS DE CARTON DE 1.0 MTS ALAS 4,",600,NA,"H87",12.95,"24141508",NA,7770,44006,51046.96,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,12.95
"740",4431,"NAMINSA S.A. DE C.V.",2018-04-05,"PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",37440,"PIEZAS","H87",0.012,"11162100",18.2044,449.28,12966.51,15041.14,"USD","PADS",NA,NA,9360,NA,NA,0.012,0.012
"741",1523,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-30,"CINTURON PARA GEL REFRIGERANTE",114.9,"KILO",NA,55,"0",NA,6319.5,34315.5,39805.98,NA,"GEL",NA,NA,NA,NA,NA,NA,55
"742",39274,"Compañia Arizlu S.A. de C.V.",2018-01-15,"INTERLOCK UNIVERSAL",1923,NA,"H87",1.08,"24121511",19.3433,2076.84,9581.9,11115,"USD","INTERLOCK",NA,NA,NA,NA,NA,NA,1.08
"743",3730,"NAMINSA S.A. DE C.V.",2017-11-13,"CLAMS.4004 18 OZ MORA 360 UNDS",7200,"PIEZAS","H87",0.12318,"24112902",19.09,886.9,5374.29,6234.17,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.12318,0.123180555555556
"744",3889,"NAMINSA S.A. DE C.V.",2017-12-26,"CLAM C/PN 3705A",18000,"PIEZAS","H87",0.05062,"24112902",19.3962,911.16,3496.62,4056.08,"USD","CLAMS",NA,"3705",NA,NA,NA,0.05062,0.05062
"745",221,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-07,"PLACAS DE UNICEL DE 1*1.2*2CM",75,NA,"H87",60,"30141514",NA,4500,74143,86005.88,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"746",29,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-15,"CAJA DE GRAPA METALICA",1,NA,"H87",650,"27112306",NA,650,7112.75,8250.79,"MXN","CAJA GRAPA",NA,NA,NA,NA,NA,NA,650
"747",4057,"NAMINSA S.A. DE C.V.",2018-01-29,"PADS 6X7.5 NEGROS 28.800 UNDS
R. 220",28800,"PIEZAS","H87",0.004,"11162100",18.478,115.2,2702.4,3134.79,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"748",4635,"NAMINSA S.A. DE C.V.",2018-05-12,"CLAMS.4004 18 OZ MORA 360 UNDS",14760,"PIEZAS","H87",0.11018,"24112902",19.2989,1626.26,7971.83,9247.32,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.110180216802168
